id,comment,comment_ko
13241,Ethereal and sophisticated,
13242,Masterpiece fragrance of minimalistic elegance,
13243,Unisex scent,
13244,Unique and classy,
13245,Suitable for all seasons,
13246,Amazing quality,
13247,Lots of compliments received,
13248,Green and earthy scent not for everyone,
13249,Affordable fragrance,
13250,Great value for money,
13251,Elegant masculine scent,
13252,Smokey and woody version of the original,
13253,Smells rich and not cheap,
13254,Long-lasting on clothes,
13255,Woody scent with incense notes,
13256,Comforting scent for some people,
13257,Playful passionfruit and orange opening,
13258,Unique and addictive,
13259,Long-lasting fragrance,
13260,Beautiful and easy to wear,
13261,Heavenly hazelnut chocolate scent,
13262,Mugler signature woody/earthy notes,
13263,Smells like Nutella with hints of orange,
13264,Whimsical walk through the woods,
13265,Marc Jacobs,
13266,"Clean, crisp white floral with a creamy honeysuckle drydown",
13267,Very soft and feminine,
13268,Feminine and sensual,
13269,Ageless and elegant fragrance,
13270,Gets quite a few compliments,
13271,Ravishingly gorgeous aquatic white floral with citric bergamot flourishes,
13272,Exquisite piquant complexity and depth to the intoxicatingly heady white floral gardenia core,
13273,Sergio Tacchini,
13274,"Gentle, with a hint of fresh citrus",
13275,Lovely for the price,
13276,Deliciously fresh,
13277,Reminds of the fresh scent of ozone after a thunderstorm has passed,
13278,Great office perfume,
13279,"Very freshy, citrusy, summery scent",
13280,Long lasting,
13281,Fragram Photos,
13282,Perfume Pyramid,
13283,Designer Gucci,
13284,Flora Gorgeous Orchid,
13285,Flora Gorgeous Gardenia,
13286,Gucci Bloom,
13287,Flora Gorgeous Magnolia,
13288,MÃ©moire d?une Odeur,
13289,Giorgio Armani,
13290,Fresh and classy scent,
13291,Soft and feminine fragrance,
13292,"Well blended floral, pink pepper, and fruit notes",
13293,Great for every occasion,
13294,Captures delicate spirit of a blooming peony,
13295,Suitable for weddings and special occasions,
13296,"Fresh, warm, uplifting scent",
13297,Sweet and cozy rainy day scent,
13298,Warm and inviting sweet foody notes,
13299,Perfect for day to day wear and casual nights,
13300,Not too heavycloying or sugary,
13301,Great for all year round,
13302,Easy to wear and suitable for any age except for the hot season,
13303,"Clean and fresh with fruity, floral, green, and gourmand nuances",
13304,Light scent that may not last long,
13305,Fresh and powdery,
13306,Calming yet uplifting,
13307,Delicious scent,
13308,Breathe deeply smell,
13309,Smooth and creamy,
13310,Compliment magnet,
13311,Captivating,
13312,Moderate longevity,
13313,Yves Rocher,
13314,Realistic and true to the scent of lilacs,
13315,Very natural-smelling with a gentle green note,
13316,Gorgeous soft and delicate scent,
13317,Ideal for spring or summer,
13318,Comforting and sentimental,
13319,Reasonably priced,
13320,Young and feminine,
13321,Clean and pleasant,
13322,Crisp and blue,
13323,Great marine scent,
13324,Good for office encounters,
13325,No noxious notes,
13326,Mass-appealing,
13327,Refined masculinity,
13328,Charisma around the world,
13329,Dolce&Gabbana,
13330,Refreshing grapefruit and ozonic opening.,
13331,Great summer fragrance.,
13332,Fantastic sharp grapefruit note that's not drowned out by other scents.,
13333,Pleasant musky and woody dry down.,
13334,Similar to Forever but with a different rounded out scent profile.,
13335,Best release in the Light Blue range.,
13336,Balanced with green notes in the background.,
13337,Suitable for fall/winter and evening wear,
13338,Good projection and longevity,
13339,Great for gourmand lovers,
13340,Solid performance,
13341,Unique and interesting fragrance,
13342,"Rich vanilla, caramel, and tobacco scent",
13343,Good for informal occasions,
13344,Compelling and balanced composition,
13345,Juliette Has A Gun,
13346,Fragram Photos,
13347,Perfume Pyramid,
13348,Designer Juliette Has A Gun,
13349,Not A Perfume,
13350,Vanilla Vibes,
13351,Miami Shake,
13352,Ode To Dullness,
13353,Affordable fragrance option,
13354,"Pleasant musky, fruity, sweet fragrance",
13355,Scent develops into a sweet yet not too overwhelming vanilla orchid with violet leaf,
13356,Great value for the price,
13357,Strong initial notes of pink pepper and citric-aromatic scents,
13358,Drydown features earthy patchouli blended with creamy sandalwood and sensual amber,
13359,Reasonable strength suitable for most occasions and seasons,
13360,Positive feedback from women,
13361,Bath & Body Works,
13362,Warm and delicious vanilla buttercream frosted sugar cookie fragrance,
13363,Affordable seasonal treat,
13364,Great for layering with other fragrances,
13365,Good for winter months,
13366,Soft and comforting scent,
13367,Captures memories,
13368,Strong and intoxicating gourmand scent,
13369,Louis Vuitton,
13370,Fragram Photos,
13371,Perfume Pyramid,
13372,Designer Louis Vuitton,
13373,Stellar Times,
13374,Cosmic Cloud,
13375,Dancing Blossom,
13376,Eau de Voyage,
13377,Affordable price,
13378,Great projection,
13379,Good performance,
13380,Long-lasting,
13381,Realistic cherry scent,
13382,Boozy cherry note similar to Tom Ford's Lost Cherry,
13383,Appealing smokiness,
13384,Suitable for childish personalities,
13385,Dolce&Gabbana,
13386,Powdery finish,
13387,"Delicate, sweet, and fruity",
13388,Sexy yet innocent with a creamy amber and moss dry down,
13389,"Feminine, warm and seductive",
13390,Beautiful jasmine and lily notes,
13391,Lovely as The One but every note seems more enhanced and is projected better,
13392,Great night out scent,
13393,Sophisticated and feminine scent,
13394,Rich and elegant sweet perfume,
13395,Sweetened with vanilla and tonka,
13396,A crowd pleaser and compliment getter,
13397,Great for cooler weather,
13398,Boldly fills the room,
13399,Instant love for some users,
13400,Great bottle design,
13401,Frederic Malle,
13402,Dramatic and masculine scent,
13403,Addictive if you like patchouli,
13404,Very earthy and not for teenage boys,
13405,Expensive and luxurious smelling,
13406,"Dark, thick, creamy and boozy",
13407,Great for men who prefer a strong fragrance,
13408,Well formulated for an ultramasculine scent,
13409,Frederic Malle,
13410,Peppery orange rind combined with fresh aromatic clove and nutmeg,
13411,Unique and uncommon scent,
13412,Sweet touch of cinnamon and geranium,
13413,Hidden gem and underrated fragrance,
13414,"Quality ingredients like Malles patchouli, creamy sandalwood and cedarwood",
13415,Distant woody earthy sweet background,
13416,Suit-and-tie perfume,
13417,Sophisticated and expensive on skin,
13418,Clean and cool as a spring breeze,
13419,Light and intense scent,
13420,No fruity notes unlike other Escada perfumes,
13421,Fresh floral chypre scent,
13422,Perfect sillage,
13423,Moderate staying power and sillage,
13424,Timeless bottle design,
13425,Ageless and timeless scent,
13426,Bright and sunny opening,
13427,Memorable and signature scent,
13428,Very feminine and posh,
13429,Great for summer and warm weather,
13430,No gender restrictions,
13431,Affordable price,
13432,Easy return policy,
13433,Buy Amouage atLuckyScent,
13434,Powerful and masculine composition,
13435,Unique and distinctive,
13436,Spicy and creamy scent,
13437,High-quality ingredients,
13438,Longevity and strong sillage,
13439,Suitable for colder seasons,
13440,Good projection,
13441,Vilhelm Parfumerie,
13442,"This fragrance is fresh and airy, perfect for spring or summer.",
13443,The musk and sandalwood blend beautifully with the floral notes for a pleasant dry down.,
13444,The concept of the perfume house is well executed in this scent.,
13445,It is a safe and easy to wear fragrance.,
13446,The blackberry and citrus notes give a unique and interesting opening.,
13447,"There are positive associations with the scent, such as an afternoon date or feeling hooked and obsessed.",
13448,"The scent lasts all day and is very strong, making it a good option for those who like powerful fragrances.",
13449,Elizabeth Taylor,
13450,Divine spicy peach and rose scent,
13451,"Creates glamorous, luxurious fragrance",
13452,Reflects imagination and intention of creators,
13453,Fine rose scent,
13454,Ageless fragrance,
13455,Similar to more expensive fragrances,
13456,Combines youthfulness and sophistication well,
13457,"Bright, crisp, delectable and fresh opening",
13458,"Intense, sharp, delectable, sweet, fruity and citrusy note",
13459,Great projection and longevity,
13460,Fresh woody dry down,
13461,"Sweet, fruity, green and musky accords",
13462,Moderate projection,
13463,"Berry, fruity, tangy, green, smoky, musky ammoniac note",
13464,Similar to Aventus but more office friendly,
13465,EstÃ©e Lauder,
13466,Classy and sophisticated modern floral scent,
13467,Fresh bouquet of white flowers and sugared almonds,
13468,"Combination of white floral, gourmand, and leather scents",
13469,Frisky and fun mimosa scent,
13470,Serious kindness from gardenia and tuberose,
13471,"Soft, dry suede leather scent",
13472,Elegant rose petal scent,
13473,Maison Francis Kurkdjian,
13474,Silky rose notes,
13475,Good longevity,
13476,Relaxed masterpiece,
13477,Comforting scent,
13478,Smooth and simple,
13479,Enormous sillage,
13480,Moderate sillage,
13481,MDCI Parfums,
13482,Buy this fragrance atLuckyScent,
13483,Feminine and beautiful,
13484,Soft and creamy peach scent,
13485,Slightly tropical opening,
13486,Suitable for springtime,
13487,"Masterfully blended peach, tuberose, and coconut scents",
13488,Luxurious and classy fruity floral perfume,
13489,Resinous and nectarous components,
13490,Perfect for cold weather,
13491,Smooth and forgiving notes,
13492,Underrated yet highly enjoyable fragrance,
13493,Well-suited for special occasions,
13494,Lingering and smoldering scent,
13495,"Rich, addictive molasses smell",
13496,Suitable for both masculine and feminine genders,
13497,Sexy and alluring,
13498,Sweet but not too sweet,
13499,Beautiful blend of sweetness and honey,
13500,Fruity and mouth-watering,
13501,Lovely deep floral scent,
13502,Sophisticated and fun,
13503,Fresh and intoxicating,
13504,Long-lasting fragrance,
13505,Van Cleef & Arpels,
13506,Gorgeous fragrance for those who love jammy sweet roses,
13507,Sweet and intoxicating scent,
13508,"Refined and real, not synthetic",
13509,Easy to fall in love with,
13510,Great for cold weather,
13511,Ideal for date night or a sexy evening out,
13512,Classy and sophisticated,
13513,Creamy headiness of gardenia underlays verdancy,
13514,Poetic and gentle fragrance,
13515,Evokes the scent of a spring meadow after rain,
13516,Lush gardenia with dewy jasmine blossoms,
13517,Good base scent lasts long,
13518,Beautiful blossomy and green tea notes,
13519,Magnolia and Amalfi lemon blend beautifully,
13520,Fresh greeness with catchinthethroat feeling,
13521,Fresh scent,
13522,Similar to Bleu de Chanel,
13523,Better performance than Bleu de Chanel,
13524,Affordable price point,
13525,Versatile and elegant,
13526,Great sillage and projection,
13527,Good replica of Bleu de Chanel,
13528,Lasts for 7+ hours on skin,
13529,Timeless and gorgeous scent,
13530,Amazing staying power,
13531,One of top 10 favorite perfumes,
13532,Great for spring and fall,
13533,Spiritual fragrance,
13534,Intense and steamy floriental fragrance,
13535,Not as good as original Kenzo Kenzo,
13536,Less fruity than expected,
13537,Clean and fresh scent,
13538,Easy going and casual,
13539,"Can be worn daily, great for work or school",
13540,Perfect for those who don't like perfumey perfumes,
13541,Good for summer season,
13542,Unisex fragrance,
13543,Mass appeal,
13544,Crisp and warm scent,
13545,Alexander McQueen,
13546,Beautiful and unique scent,
13547,Not too sweet or heavy,
13548,Perfect for violet and iris lovers,
13549,Suitable for winter nights,
13550,Well-blended notes,
13551,Addictive aroma,
13552,Makes wearer feel like royalty,
13553,Parfums de Marly,
13554,Refined and high quality,
13555,Creamy sweet almond and soft oud notes,
13556,"Warmer, darker, smokier than original Pegasus",
13557,Exclusif accord,
13558,No aggressive opening,
13559,Added cardamom and Oud,
13560,Replaces disliked aspects of original Pegasus,
13561,Vilhelm Parfumerie,
13562,Great for summer,
13563,Realistic basil and fig scent,
13564,Original composition,
13565,Lovely smell,
13566,Light and airy fragrance,
13567,Decent lasting power,
13568,Balanced and feminine aromatic scent,
13569,CoSTUME NATIONAL,
13570,Sensual and euphoric,
13571,Interesting and unique scent profile,
13572,Alluring and seductive,
13573,Attractive to others,
13574,High-quality engineering,
13575,Linear projection,
13576,Uncompromising industrial scent,
13577,Elizabeth Arden,
13578,Liked by fans of classic perfumes,
13579,Nostalgic scent,
13580,Suitable for daytime and everyday wear,
13581,Well-liked by those who appreciate vintage fragrances,
13582,Clean and powdery scent,
13583,Appealing to those who enjoy spicy scents,
13584,Carnation note is pleasing,
13585,Well blended composition,
13586,Lovely green but not sharp scent,
13587,"Perfect clean, fresh, green chypre",
13588,Fresh without being sharp,
13589,Clean patchouli is heavy,
13590,Unisex and a touch powdery,
13591,Slight whiff of original Miss Dior,
13592,Features galbanum prominently,
13593,Salvador Dali,
13594,Great for daytime wear,
13595,Light and fresh fragrance,
13596,Ideal for hot summer days and nights,
13597,Notes of pineapple and citrus are fun and different,
13598,"Sillage is noticeable, but not overpowering",
13599,Medium strength concentration,
13600,Unisex fragrance,
13601,Deep and mysterious scent,
13602,Amazing evening scent,
13603,Beautiful rose incense,
13604,Expensive and long-lasting,
13605,Suitable for formal occasions,
13606,Spiritual and classy,
13607,Addictive and stunning,
13608,Healing and soul-expanding,
13609,Acqua di Parma,
13610,Fresh and masculine scent,
13611,High quality fragrance,
13612,Perfect for a country club gentleman,
13613,Beautiful green fougere fragrance,
13614,Very elegant and classy scent,
13615,Noticeable cooling effect on skin,
13616,Evolving scent profile,
13617,Unisex fragrance,
13618,Wonderful mix of vetiver and sandalwood,
13619,Meandering vibe is perfect for the name,
13620,Elegant and smooth vetiver scent,
13621,Addictive dry down,
13622,Fell in love from the first spray,
13623,Quintessence of carroty iris,
13624,Design composition is substantial,
13625,Sophisticated and classy scent,
13626,Warm and comforting,
13627,Individual and unique fragrance,
13628,Complex and non-boring scent,
13629,Long-lasting with all-day longevity,
13630,Attractive bottle design,
13631,Great for winter and cold weather,
13632,"Versatile and fresh, suitable for different occasions",
13633,Spicy and warm fragrance,
13634,Great blending of classic style with modernity,
13635,Classy and sultry,
13636,Unique and distinctive scent,
13637,Loved by fans of Caron perfumes,
13638,Soft and sensual with incense base notes,
13639,Has sentimental value for some,
13640,"Favored by those who appreciate a subtle, well-integrated fragrance",
13641,Good for summer season,
13642,Fresh and airy scent,
13643,Mass appealing and widely popular,
13644,Loved by women,
13645,Gets a lot of compliments,
13646,Long-lasting,
13647,Similar to the 2016 version,
13648,Unisex fragrance,
13649,"Feminine and beautiful, perfect for date night",
13650,Great fruity-vanilla scent that is not too heavy,
13651,Appealing bottle design,
13652,"Dense and feminine, smells like a warm hug in the dead of winter",
13653,Demure and sexy fragrance,
13654,"Good lasting power, lasts up to 10 hours",
13655,Sweeter and more interesting than other Jimmy Choo fragrances,
13656,Soft feeling with a bit of citrusy smell,
13657,High quality fragrance from a respected brand,
13658,Unique but also safe scent,
13659,Considered a classic by some,
13660,"Refreshing and not overpowering, ideal for daily use",
13661,Invigorating and intoxicating aroma,
13662,One of the best summer fragrances,
13663,Creamy and fresh scent reminiscent of new shaving foam,
13664,Strong sillage and longevity,
13665,Maison Alhambra,
13666,Fragram Photos,
13667,Perfume Pyramid,
13668,Designer Maison Alhambra,
13669,Jean Lowe Immortal,
13670,Sceptre Malachite,
13671,Porto Neroli,
13672,Tobacco Touch,
13673,Affordable price,
13674,Bold and memorable scent,
13675,White floral composition,
13676,Good for casual wear,
13677,Long lasting,
13678,All-rounder fragrance,
13679,Representative of the 80s,
13680,Good for night time/sleazy occasions,
13681,Dolce&Gabbana,
13682,Citrusy and musky scent with light undertones,
13683,Perfect for warm weather,
13684,Nicely detailed and heavy cap,
13685,Good for breakfast or vacation vibes,
13686,Unisex fragrance,
13687,Similar in vibe to Light Blue and Moschino Bubblegum,
13688,Sensual and sexy fragrance,
13689,Affordable price,
13690,Thick and warm gourmand scent,
13691,Great scent for autumn and winter,
13692,Sensual and intense fragrance,
13693,Similar to more expensive perfumes,
13694,Fruity top notes balanced by toffee and cream,
13695,Longevity up to 6 hours,
13696,Suitable for both men and women,
13697,Giorgio Armani,
13698,Elegant and expensive-smelling,
13699,Soft and smooth suedelike leather,
13700,Dry and powdery violet notes,
13701,Noble and fine fragrance,
13702,Unique and masterful scent,
13703,Good for mature or royal occasions,
13704,A little goes a long way,
13705,Attar Collection,
13706,"Juicy, fruity, inviting and feminine without being childish",
13707,Great for warm weather daytime,
13708,Lasts longer on the skin,
13709,Fresh and feminine,
13710,Pleasant opening with a semiaquatic vibe,
13711,Perfect for summer days,
13712,Similar to Fleur Narcotique at a lower price point,
13713,GianMarco Venturi,
13714,Floral scent is spicy and unique,
13715,Suitable for daily wear to any occasion,
13716,Good value for the price,
13717,Lightweight and not overpowering,
13718,Recommended as a dupe for high-end fragrances,
13719,Received compliments while wearing it,
13720,Perfect for feminine gender and unisex use,
13721,Olfactive Studio,
13722,"Warm and cool, spicy and milky",
13723,Artistic capturing of the whitewashed mood,
13724,Well executed understated sandalwood perfume,
13725,Suitable for both women and men,
13726,Simple comfort fragrance for restoration,
13727,"Clean, chique, warm, and fresh",
13728,Chic and androgynous vibe,
13729,Classy and elegant,
13730,Well blended,
13731,Timeless scent,
13732,Floral gourmand feeling,
13733,Good performance,
13734,Comforting and nostalgic,
13735,Mood lifter,
13736,Perfect for everyday use,
13737,Fragram Photos,
13738,Perfume Pyramid,
13739,Designer Zara,
13740,Golden Decade,
13741,Vibrant Leather Eau de Parfum,
13742,Red Temptation For Her,
13743,Fields at Nightfall 2020,
13744,Elegantly Tokyo,
13745,Great for autumn and winter,
13746,Warm perfume perfect for winter months,
13747,Underrated and best Lady Million flanker,
13748,Sensual sweet and chocolately honey scent,
13749,Addictive and inviting fragrance,
13750,Loved by men and receives many compliments,
13751,Woody fragrance with hints of honey and spice,
13752,Long-lasting projection and stays on clothes,
13753,Underrated gem by Kenzo,
13754,Great sillage and long lasting,
13755,Distinctive and sexy,
13756,Smells niche and expensive,
13757,Addictive and strong,
13758,Evasive enough to be unisex,
13759,Typical Mediterranean holiday smell,
13760,Not similar to Kenzo World,
13761,Alluring and seductive scent,
13762,A major crowd-pleaser,
13763,Strong projection and longevity,
13764,Suitable for young audience,
13765,Great for evening or work office wear,
13766,Confidence and sex appeal booster,
13767,"Clean, fruity, salty, and slightly boozy scent",
13768,Excellent for all seasons and occasions,
13769,Juicy and sexy fragrance,
13770,Beautiful sweet juicy plum and floral beginning,
13771,Suitable for year-round evening wear,
13772,Lasting power is good,
13773,Sensual and seductive,
13774,Good for both day and night use,
13775,Unisex scent with spicy base,
13776,Soft and not overpowering,
13777,"Fresh and energizing fragrance, perfect for day use in spring and summer",
13778,Gorgeous bottle design by Karim Rashid,
13779,"Fresh, clean and lovely bouquet of white flowers",
13780,Lovely perfume for white flower admirers,
13781,Sharp and strong initial notes of neroli and black currant,
13782,Lasts a lot on skin,
13783,Beautiful gardenia and cardamom scents,
13784,Smooth and not overpowering scent,
13785,Marc Jacobs,
13786,"Extremely feminine, pretty, soft, and fun",
13787,Sweet but delicate and fresh raspberry scent,
13788,Great for warmer weather and daytime use,
13789,Explosion of fruity sweetness,
13790,"Fresh, clean, and sophisticated scent",
13791,Heaven in a bottle,
13792,Classy and sexy sweet fragrance,
13793,Viktor&Rolf,
13794,Pleasant scent,
13795,Delicious and sharp opening,
13796,Good for spring and summer,
13797,High-quality fragrance,
13798,Well-defined notes,
13799,Strong projection,
13800,Intense sweetness balanced with sharp citrus notes,
13801,Similar to original Far Away fragrance,
13802,Sweet and rich with balance of floral and vanilla,
13803,Creamy and tropical scent,
13804,Lovely combination of yellow and white florals,
13805,Long-lasting staying power,
13806,Sophisticated and richer aroma,
13807,Pleasing and addictive,
13808,Loaded with amber for smoothness,
13809,Sarah Jessica Parker,
13810,Sweet and fresh scent,
13811,Appealing fragrance for most tastes,
13812,Moderate projection and lasting power,
13813,Popular fruity floral scent,
13814,Strawberry and musk notes,
13815,Lovely packaging,
13816,Great combination with other scents,
13817,Parfums de Marly,
13818,"Smooth, refined, and well blended",
13819,Leans more feminine but timeless,
13820,Iris and orange blossom dancing,
13821,Clean white musk radiating a mature sexiness,
13822,Good lasting and projection,
13823,Sensual and sexy perfume,
13824,Partner adores this fragrance on me,
13825,Maison Crivelli,
13826,Fragram Photos,
13827,Perfume Pyramid,
13828,Designer Maison Crivelli,
13829,Hibiscus MahajÃ¡d,
13830,TubÃ©reuse Astrale,
13831,Iris MalikhÃ¢n,
13832,Oud Cadenza,
13833,Sweet fruity summer scent,
13834,Cheerful and yummy,
13835,Reminiscent of a happy past,
13836,Great memories associated with it,
13837,Good for spring and summer,
13838,Heavy on juicy strawberries,
13839,Clean everyday scent,
13840,Fresh and soapy vibe,
13841,Buy Tom Ford atLuckyScent,
13842,Pleasant vanilla and honeyed orchid scent,
13843,Good quality,
13844,Long-lasting,
13845,Bottle design is appealing,
13846,Suitable for feminine occasions,
13847,"Soft, powdery and romantic fragrance",
13848,Whimsical and light in a way,
13849,Real fragrance with elegance,
13850,Ideal for hot days and humidity,
13851,Clean vibes,
13852,Crispy green leaf with bergamot juice,
13853,Similar to Rive Gauche with vintage vibe,
13854,Chic and architectural bottle design,
13855,"Sparkly, green, fresh and juicy",
13856,Great signature scent,
13857,Buy Creed atLuckyScent,
13858,Classy and upscale fragrance,
13859,Modern reinterpretation of classic masculine colognes,
13860,Comforting and friendly scent,
13861,Perfect autumn/winter day scent,
13862,Not overpowering,
13863,"Reflects warm apple, fragrant woods, cloves and rose",
13864,Good longevity,
13865,Beautiful dry down with comforting and creamy notes,
13866,Extremely sexy fragrance,
13867,Long-lasting perfume,
13868,Perfect jasmine fragrance,
13869,Gifts new fragrant elements while preserving original DNA,
13870,Ideal for cold season,
13871,Expensive vanilla scent,
13872,Suitable for weddings,
13873,Kayali Fragrances,
13874,Non-offensive and pleasant for those who do not usually like musk,
13875,Suitable for daily wear and layering,
13876,"Perfect balance between sweet, clean, floral, woody, and warm",
13877,"Creamy, musky and slightly sweet",
13878,A delicate underlying femininity to it,
13879,A close-to-skin scent that is not overwhelming,
13880,Gorgeous low key musk,
13881,Juliette Has A Gun,
13882,Sweet and fresh scent,
13883,Uplifting and summery,
13884,Clean fruity scent,
13885,Work appropriate,
13886,Lasts 6-8 hours,
13887,Decent projection,
13888,Gorgeous bottle design,
13889,Elegant and powerful,
13890,Sophisticated and French,
13891,Beautiful fragrance,
13892,Ideal for daytime and warm evenings,
13893,Maintains same quality as previous version,
13894,More luminosity than La Panthere,
13895,Vintage style appreciated by some,
13896,Gem among trendy scents,
13897,Serge Lutens,
13898,Intoxicating,
13899,Heady cloud envelops you,
13900,Earthy honey jasmine,
13901,Musky skanky jasmine and honey odor,
13902,"Uplifting, golden and sparkly",
13903,Sweet and not typical SL DNA,
13904,Stains easily,
13905,Fragram Photos,
13906,Perfume Pyramid,
13907,Designer Akro,
13908,long lasting,
13909,more female,
13910,PRICE VALUE,
13911,way overpriced,
13912,great value,
13913,Banana Republic,
13914,Fresh and clean scent ideal for daytime wear,
13915,Great value for a quality designer fragrance,
13916,Uplifting and green spicy bergamot opening,
13917,Suitable for any gender and age,
13918,Quality and authenticity of natural notes,
13919,Refreshing and juicy top notes of bergamot and orange,
13920,"Balanced blend of fruity sweetness, green bitterness, and citrusy tartness",
13921,Fresh and clean scent,
13922,Ideal for spring and summer,
13923,Gives a feeling of cold morning in mountains or fresh salty sea water,
13924,Great for everyday wear,
13925,Similar to high-end perfumes like Chanel Chance eau fraiche,
13926,Reminds of a flower garden or meadow,
13927,Long lasting,
13928,Love how it smells like flowers,
13929,Bewitching and dreamy scent,
13930,Luxurious and creamy floral scent,
13931,Unusual absence of patchouli and vetiver,
13932,Delightful big lilac energy,
13933,Graceful and original floral notes,
13934,Intoxicating and addicting,
13935,Long-lasting fragrance,
13936,Great as a bedtime fragrance,
13937,Buy Mancera atLuckyScent,
13938,Interesting and unusual scent,
13939,Good longevity and sillage,
13940,Realistic chocolate scent,
13941,Great for gourmand lovers,
13942,Perfect for fall/winter season,
13943,Unique split personality of violet and chocolate,
13944,Excellent quality,
13945,Atelier Cologne,
13946,Authentic citrus scent,
13947,Fresh and clean fragrance,
13948,Perfect for summer occasions,
13949,Suitable for both genders,
13950,Green and herbal undertones,
13951,Long-lasting scent,
13952,Invigorating and bracing opening,
13953,Delicate and feminine,
13954,Elegant and refined,
13955,Luxurious and lush,
13956,Clear and expressive notes,
13957,Balanced aldehydes,
13958,Niche quality,
13959,Radiant yellow and pleasant,
13960,Grounding and earthy,
13961,Initio Parfums Prives,
13962,Both sweet and spicy,
13963,Bright and dark aroma,
13964,Decent projection and performance,
13965,Underrated scent,
13966,Positive and happy vibes,
13967,Lovely and magical fragrance,
13968,Fresh and dank scent,
13969,Refreshing and zingy smell,
13970,Great for spring/summer seasons,
13971,Fantastic citrus-based fragrance,
13972,Affordable price,
13973,Comparable to more expensive fragrances,
13974,Bright and warm scent,
13975,Unisex fragrance,
13976,Long-lasting with moderate projection,
13977,Delightful mix of sweetness and freshness for warmer weather,
13978,"Feels sunny and fun, perfect for summer",
13979,"Sunny, happy, summer, bright type of perfume",
13980,Clean and invigorating scent,
13981,Lovely spicy citrus fragrance with lingering herbaceous woodiness,
13982,"Fresh, spicy, citrusy scent",
13983,Salt note makes the flowers less sweet,
13984,Sits in between Dolce and Gabbana's Light Blue and Twilly d'Hermes,
13985,Good for office wear,
13986,Great for spring or fall,
13987,Sophisticated and rich scent,
13988,Affordable price,
13989,Fresh and mildly sensual,
13990,Good projection and sillage,
13991,Attracts compliments from others,
13992,Longevity of 8-10 hours,
13993,Penhaligon's,
13994,Buy Penhaligon's atLuckyScent,
13995,The scent is elegant and refined but never overwhelming.,
13996,It has a beautiful peppery cedar wood opening with a beautiful rose fragrance in the background.,
13997,It is a great woody floral that is worthy of purchasing.,
13998,It is perfect for wearing in a quiet corner of an old library full of precious books.,
13999,It leaves a memorable scent that brings back nostalgic memories for some people.,
14000,This fragrance has an old fashioned and classic vibe to it.,
14001,Etat Libre d'Orange,
14002,Buy Etat Libre d'Orange atLuckyScent,
14003,Unique and distinctive fragrance concept,
14004,Excellent example of adventurous niche perfume,
14005,Celebrates the exoticness of Asian cuisine,
14006,"Interesting blend of citrus, floral, and foody notes",
14007,No redundancy in the collection,
14008,Great for those who love sweet oriental gourmands,
14009,Clive Christian,
14010,Buy this fragrance atLuckyScent,
14011,Luxurious and refined scent,
14012,Well-blended and high-quality,
14013,Nice silage and projection,
14014,Long lasting longevity,
14015,Enticing and sensual,
14016,Versatile and not clichÃ©,
14017,Beautiful colors,
14018,Clean and peaceful feeling,
14019,Seductive yet not offensive,
14020,Feels feminine and special,
14021,Unforgettable scent,
14022,Fantastic scent,
14023,Received many compliments,
14024,Long-lasting drydown,
14025,Elegant and sensual,
14026,Beautiful bottle design,
14027,Easy to wear,
14028,Fresh and crisp,
14029,Classic Italian job,
14030,Amazing note variety,
14031,Good for winter days,
14032,Warm and cozy,
14033,Beautiful and heavenly scent,
14034,Great longevity and sillage,
14035,Well blended with strong floral notes,
14036,Spicy and oriental but soft,
14037,Intense and seductive,
14038,Creamy and gentle musky note,
14039,Good for daily wear for women over 25,
14040,Suitable for a strong and mature person,
14041,Great for those who like Alien but want a lighter version,
14042,Recognizable as part of the Alien family,
14043,Retains the original Alien DNA with added citrus notes,
14044,Lovely jasmine and floral notes,
14045,Good for hot weather,
14046,Perfect for warmer months,
14047,Feminine and classy,
14048,More wearable than Alien EDP,
14049,Marc Jacobs,
14050,Complex and lovely floral scent,
14051,Beautiful and addictive scent,
14052,Attractive bottle design,
14053,Classier and richer than other Marc Jacobs fragrances,
14054,"Interesting composition with saffron, honeysuckle, gardenia and more",
14055,Great longevity and sillage,
14056,Suitable for spring and summer,
14057,O BoticÃ¡rio,
14058,Intriguing and sexy scent,
14059,Great for wearing at night,
14060,Creamy and dessert-like opening,
14061,Sweet with a bitter cherry undertone,
14062,Makes one feel delicious and sophisticated,
14063,Thick and powdery dry down,
14064,No overpowering floral notes,
14065,Yves Saint Laurent,
14066,Versatile for casual occasions and outdoor activities,
14067,"Rounder, cleaner and fresher scent",
14068,Improved longevity and sillage compared to original EDT,
14069,Great blue scent with lovely vanilla dry down,
14070,Sweet twist with a shower gel or shampoo vibe,
14071,"Sharper, greener and less cloyingly sweet than Y EDP",
14072,High dose of lavender with soft citrus notes,
14073,Buy this fragrance atLuckyScent,
14074,"Smooth, rich, and high-quality interpretation of the tobacco-vanilla theme",
14075,Wonderful spicy woody vanilla with hints of chocolatiness,
14076,"Perfect amount of projection, not overwhelming",
14077,Authentic tobacco scent that is similar to dry tobacco leaf smell,
14078,Beautiful blood orange note in the beginning,
14079,Subdued smokiness compared to other Amouage incense bombs,
14080,Long-lasting longevity and noticeable projection,
14081,"Autumn vibe at its best with bitter orange, cardamom, spices, tolu balsam and benzoine notes",
